QUEST_LV_0300_20150717_000056	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.
QUEST_LV_0300_20150717_000057	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.
QUEST_LV_0300_20150717_000058	왕국군 레티아 만나기
QUEST_LV_0300_20150717_000059	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.
QUEST_LV_0300_20150717_000060	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.
QUEST_LV_0300_20150717_000061	석화 탐지기 부품 구하기
QUEST_LV_0300_20150717_000062	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.
QUEST_LV_0300_20150717_000063	큐폴 메일레 만나기
QUEST_LV_0300_20150717_000064	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.
QUEST_LV_0300_20150717_000065	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.
QUEST_LV_0300_20150717_000066	석화 탐지기 수리
QUEST_LV_0300_20150717_000067	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.
QUEST_LV_0300_20150717_000068	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.
QUEST_LV_0300_20150717_000069	세 번째 석화 탐지기 수리
QUEST_LV_0300_20150717_000070	이제 세 번째 석화 탐지기를 수리하러 가세요.
QUEST_LV_0300_20150717_000071	고정할 끈 구하기
QUEST_LV_0300_20150717_000072	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.
QUEST_LV_0300_20150717_000073	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.
QUEST_LV_0300_20150717_000074	몬스터를 사냥하여 %s 구하기
QUEST_LV_0300_20150717_000075	몬스터를 사냥하여 노끈 구하기
QUEST_LV_0300_20150717_000076	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.
QUEST_LV_0300_20150717_000077	수상한 장치 살펴 보기
QUEST_LV_0300_20150717_000078	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?
QUEST_LV_0300_20150717_000079	쉬트리가일라 찾아 가기
QUEST_LV_0300_20150717_000080	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.
QUEST_LV_0300_20150717_000081	바라는 것은 오직
QUEST_LV_0300_20150717_000082	쉬트리가일라와 대화
QUEST_LV_0300_20150717_000083	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.
QUEST_LV_0300_20150717_000084	독초 구하기
QUEST_LV_0300_20150717_000085	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.
QUEST_LV_0300_20150717_000086	쉬트리가일라에게 독초 갖다 주기
QUEST_LV_0300_20150717_000087	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.
QUEST_LV_0300_20150717_000088	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.
QUEST_LV_0300_20150717_000089	쉬트리가일라에게 돌아가기
QUEST_LV_0300_20150717_000090	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.
QUEST_LV_0300_20150717_000091	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.
QUEST_LV_0300_20150717_000092	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.
QUEST_LV_0300_20150717_000093	단말기 파괴
QUEST_LV_0300_20150717_000094	쉬트리가일라와 더 대화해 보세요.
QUEST_LV_0300_20150717_000095	영혼 집약 단말기 파괴하기
QUEST_LV_0300_20150717_000096	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.
QUEST_LV_0300_20150717_000097	쉬트리가일라에게 알려 주기
QUEST_LV_0300_20150717_000098	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.
QUEST_LV_0300_20150717_000099	단말기를 파괴하고 핵 구하기
QUEST_LV_0300_20150717_000100	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.
QUEST_LV_0300_20150717_000101	석화물 가루 긁어 모으기
QUEST_LV_0300_20150717_000102	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.
QUEST_LV_0300_20150717_000103	단말기 폭파하기
QUEST_LV_0300_20150717_000104	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.
QUEST_LV_0300_20150717_000105	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.
QUEST_LV_0300_20150717_000106	단말기 파괴 하기
QUEST_LV_0300_20150717_000107	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.
QUEST_LV_0300_20150717_000108	그리고 영원한 안식
QUEST_LV_0300_20150717_000109	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.
QUEST_LV_0300_20150717_000110	마법 오브의 재료 구하기
QUEST_LV_0300_20150717_000111	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.
QUEST_LV_0300_20150717_000112	영혼 집약 장치 파괴하러 가기
QUEST_LV_0300_20150717_000113	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.
QUEST_LV_0300_20150717_000114	영혼 집약 장치 파괴
QUEST_LV_0300_20150717_000115	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.
QUEST_LV_0300_20150717_000116	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!
QUEST_LV_0300_20150717_000117	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.
QUEST_LV_0300_20150717_000118	쉬트리가일라와 마지막 인사 하기
QUEST_LV_0300_20150717_000119	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.
